Title,CDID,CPIH division weights
CPIH ANNUAL RATE 12.1.3.1 Non-electrical appliances 2015=100,J3GD,
CPIH ANNUAL RATE 12.1.3.2 Articles for personal hygiene and wellness 2015=100,J3GE,
CPIH ANNUAL RATE 12.3 : PERSONAL EFFECTS N.E.C. 2015=100,L58Z,
CPIH ANNUAL RATE 12.3.1 : JEWELLERY CLOCKS AND WATCHES 2015=100,L592,
CPIH ANNUAL RATE 12.3.1.1 Jewellery 2015=100,J3GF,
CPIH ANNUAL RATE 12.3.1.2 Clocks and watches 2015=100,J3GG,
"CPIH ANNUAL RATE 12.3.1.3 Repair of jewellery, clocks and watches 2015=100",J3GH,
CPIH ANNUAL RATE 12.3.2 : OTHER PERSONAL EFFECTS 2015=100,L593,
CPIH ANNUAL RATE 12.3.2.1 Travel goods 2015=100,J3GI,
CPIH ANNUAL RATE 12.3.2.2 Articles for babies 2015=100,J3GJ,
CPIH ANNUAL RATE 12.3.2.9 Other personal effects n.e.c. 2015=100,J3GK,
CPIH ANNUAL RATE 12.4 : SOCIAL PROTECTION 2015=100,L594,
CPIH ANNUAL RATE 12.4.0.1 Child care services 2015=100,J3GL,
CPIH ANNUAL RATE 12.4.0.2 Retirement homes for elderly persons and residences for disabled 2015=100,J3J6,
CPIH ANNUAL RATE 12.4.0.3 Services maintain people in their private home 2015=100,J3JP,
CPIH ANNUAL RATE 12.5 : INSURANCE 2015=100,L595,
CPIH ANNUAL RATE 12.5.2 : House contents insurance 2015=100,L596,
CPIH ANNUAL RATE 12.5.4 : Transport insurance 2015=100,L598,
CPIH ANNUAL RATE 12.5.4.1 Motor vehicle insurance 2015=100,J3JS,
CPIH ANNUAL RATE 12.5.4.2 Travel insurance 2015=100,J3JT,
CPIH ANNUAL RATE 12.6 : FINANCIAL SERVICES N.E.C. 2015=100,L599,
CPIH ANNUAL RATE 12.6.2 : FINANCIAL SERVICES N.E.C. 2015=100,L59A,
CPIH ANNUAL RATE 12.6.2.1 Charges by banks and post offices 2015=100,J3JU,
"CPIH ANNUAL RATE 12.6.2.2 Fees and service charges of brokers, investment counsellors 2015=100",J3JV,
CPIH ANNUAL RATE 12.7 : OTHER SERVICES NEC 2015=100,L59B,
CPIH ANNUAL RATE 12.7.0.1 Administrative fees 2015=100,J3JW,
CPIH ANNUAL RATE 12.7.0.2 Legal services and accountancy 2015=100,J3JX,
CPIH ANNUAL RATE 12.7.0.3 Funeral services 2015=100,J3JY,
CPIH ANNUAL RATE 12.7.0.4 Other fees and services 2015=100,J3JZ,
CPIH ANNUAL RATE: Goods 2015=100,L563,
CPIH ANNUAL RATE: Services 2015=100,L564,
CPIH excl council tax - weights,CRQZ,
CPIH excl owner occupiers' housing costs - weights,CRQX,
CPIH excl owner occupiers' housing costs and council tax - weights,CRQY,
CPIH IMPUTED RENTS EXCL FROM RPI,CTUY,
CPIH INDEX 00: ALL ITEMS 2015=100,L522,
CPIH INDEX 01 : FOOD AND NON-ALCOHOLIC BEVERAGES 2015=100,L523,
CPIH INDEX 01.1 : FOOD 2015=100,L52H,
CPIH INDEX 01.1.1 : BREAD & CEREALS 2015=100,L52I,
CPIH INDEX 01.1.1.1 Rice 2015=100,J2I7,
CPIH INDEX 01.1.1.2 Flours and other cereals 2015=100,J2I8,
CPIH INDEX 01.1.1.3 Bread 2015=100,J2I9,
CPIH INDEX 01.1.1.4 Other bakery products 2015=100,J2IA,
CPIH INDEX 01.1.1.5 Pizza and quiche 2015=100,J2IB,
CPIH INDEX 01.1.1.6 Pasta products and couscous 2015=100,J2IC,
CPIH INDEX 01.1.1.7/8 Breakfast cereals and other cereal products 2015=100,J2ID,
CPIH INDEX 01.1.2 : MEAT 2015=100,L52J,
CPIH INDEX 01.1.2.1 Beef and veal 2015=100,J2IF,
CPIH INDEX 01.1.2.2 Pork 2015=100,J2IG,
CPIH INDEX 01.1.2.3 Lamb and goat 2015=100,J2IH,
CPIH INDEX 01.1.2.4 Poultry 2015=100,J2II,
CPIH INDEX 01.1.2.6 Edible offal 2015=100,J2IJ,
"CPIH INDEX 01.1.2.7 Dried, salted or smoked meat 2015=100",J2IK,
CPIH INDEX 01.1.2.8 Other meat preparations 2015=100,J2IL,
CPIH INDEX 01.1.3 : FISH 2015=100,L52K,
CPIH INDEX 01.1.3.1 Fresh or chilled fish 2015=100,J2IM,
CPIH INDEX 01.1.3.4 Frozen seafood 2015=100,J2IN,
CPIH INDEX 01.1.3.6 Other preserved or processed fish and seafood based preps 2015=100,J2IO,
"CPIH INDEX 01.1.4 : MILK, CHEESE & EGGS 2015=100",L52L,
CPIH INDEX 01.1.4.1 Whole milk 2015=100,J2IP,
"CPIH INDEX 01.1.4.2 Milk, low fat 2015=100",J2IQ,
CPIH INDEX 01.1.4.4 Yoghurt 2015=100,J2IS,
CPIH INDEX 01.1.4.5 Cheese and curd 2015=100,J2IT,
CPIH INDEX 01.1.4.6 Other milk products 2015=100,J2IU,
CPIH INDEX 01.1.4.7 Eggs 2015=100,J2IV,
CPIH INDEX 01.1.5 : OILS & FATS 2015=100,L52M,
CPIH INDEX 01.1.5.1 Butter 2015=100,J2IW,
CPIH INDEX 01.1.5.2 Margarine and other vegetable fats 2015=100,J2IX,
CPIH INDEX 01.1.5.3 Olive oil 2015=100,J2IY,
CPIH INDEX 01.1.6 : FRUIT 2015=100,L52N,
CPIH INDEX 01.1.6.1 Fresh or chilled fruit 2015=100,J2LJ,
CPIH INDEX 01.1.6.3 Dried fruit and nuts 2015=100,J2M4,
CPIH INDEX 01.1.6.4 Preserved fruit and fruit-based products 2015=100,J2M5,
CPIH INDEX 01.1.7 : VEGETABLES INCLUDING POTATOES AND TUBERS 2015=100,L52O,
CPIH INDEX 01.1.7.1 Fresh/chilled vegother than potatoes & other tubers 2015=100,J2M6,
CPIH INDEX 01.1.7.2 Frozen vegetables other than potatoes and other tubers 2015=100,J2M7,
"CPIH INDEX 01.1.7.3 Dried vegetables, other preserved or processed vegetables 2015=100",J2M8,
CPIH INDEX 01.1.7.4 Potatoes 2015=100,J2M9,
CPIH INDEX 01.1.7.5 Crisps 2015=100,J2MA,
CPIH INDEX 01.1.7.6 Other tubers and products of tuber vegetables 2015=100,J2MB,
"CPIH INDEX 01.1.8 :SUGAR, JAM, HONEY, SYRUPS, CHOCOLATE & CONFECTIONERY 2015=100",L52P,
CPIH INDEX 01.1.8.1 Sugar 2015=100,J2MC,
"CPIH INDEX 01.1.8.2 Jams, marmalades and honey 2015=100",J2MD,
CPIH INDEX 01.1.8.3 Chocolate 2015=100,J2ME,
CPIH INDEX 01.1.8.4 Confectionery products 2015=100,J2MF,
CPIH INDEX 01.1.8.5 Edible ices and ice cream 2015=100,J2MG,
CPIH INDEX 01.1.9 : FOOD PRODUCTS 2015=100,L52Q,
"CPIH INDEX 01.1.9.1 Sauces, condiments 2015=100",J2MH,
CPIH INDEX 01.1.9.4 Ready-made meals 2015=100,J2MI,
CPIH INDEX 01.1.9.9 Other food products n.e.c. 2015=100,J2MJ,
CPIH INDEX 01.2 : NON-ALCOHOLIC BEVERAGES 2015=100,L52R,
"CPIH INDEX 01.2.1 : COFFEE, TEA, COCOA 2015=100",L52S,
CPIH INDEX 01.2.1.1 Coffee 2015=100,J2NH,
CPIH INDEX 01.2.1.2 Tea 2015=100,J2NI,
CPIH INDEX 01.2.1.3 Cocoa and powdered chocolate 2015=100,J2NJ,
"CPIH INDEX 01.2.2 : MINERAL WATERS, SOFT DRINKS AND JUICES 2015=100",L52T,
CPIH INDEX 01.2.2.1 Mineral or spring waters 2015=100,J2NK,
CPIH INDEX 01.2.2.2 Soft drinks 2015=100,J2NL,
CPIH INDEX 01.2.2.3 Fruit and vegetable juices 2015=100,J2NM,
CPIH INDEX 02.1 : ALCOHOLIC BEVERAGES 2015=100,L52U,
CPIH INDEX 02.1.1 : SPIRITS 2015=100,L52V,
CPIH INDEX 02.1.2 : WINE 2015=100,L52W,
CPIH INDEX 02.1.2.1 Wine from grapes 2015=100,J2NO,
CPIH INDEX 02.1.2.2 Wine from other fruits 2015=100,J2NP,
CPIH INDEX 02.1.2.3 Fortified wines 2015=100,J2NQ,
CPIH INDEX 02.1.3 : BEER 2015=100,L52X,
CPIH INDEX 02.1.3.1 Lager beer 2015=100,J2NR,
CPIH INDEX 02.1.3.2 Other alcoholic beer 2015=100,J2NS,
CPIH INDEX 02.2 : Tobacco 2015=100,L5KR,
CPIH INDEX 02.2.0.1 Cigarettes 2015=100,J2NT,
CPIH INDEX 02.2.0.2 Cigars 2015=100,J2NU,
CPIH INDEX 02.2.0.3 Other tobacco products 2015=100,J2NV,
"CPIH INDEX 02:ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS 2015=100",L524,
CPIH INDEX 03 : CLOTHING AND FOOTWEAR 2015=100,L525,
CPIH INDEX 03.1 : CLOTHING 2015=100,L52Z,
CPIH INDEX 03.1.2 : GARMENTS 2015=100,L532,
CPIH INDEX 03.1.2.1 Garments for men 2015=100,J2NW,
CPIH INDEX 03.1.2.2 Garments for women 2015=100,J2NX,
CPIH INDEX 03.1.2.3 Garments for infants (0-2) and children (3-13) 2015=100,J2NY,
CPIH INDEX 03.1.3 :OTHER ARTICLES OF CLOTHING & ACCESSORIES 2015=100,L533,
CPIH INDEX 03.1.3.1 Other articles of clothing 2015=100,J2NZ,
CPIH INDEX 03.1.3.2 Clothing accessories 2015=100,J2O2,
"CPIH INDEX 03.1.4 : Cleaning, repair and hire of clothing 2015=100",L534,
CPIH INDEX 03.1.4.1 Cleaning of clothing 2015=100,J2O3,
CPIH INDEX 03.1.4.2 Repair and hire of clothing 2015=100,J2O4,
CPIH INDEX 03.2 : FOOTWEAR INCLUDING REPAIRS 2015=100,L535,
CPIH INDEX 03.2.1.1 Footwear for men 2015=100,J2O5,
CPIH INDEX 03.2.1.2 Footwear for women 2015=100,J2O6,
CPIH INDEX 03.2.1.3 Footwear for infants and children 2015=100,J2O7,
CPIH INDEX 04.1 : ACTUAL RENTS FOR HOUSING 2015=100,L536,
CPIH INDEX 04.2: OWNER OCCUPIERS HOUSING COSTS 2015=100,L5P5,
CPIH INDEX 04.3 : REGULAR MAINTENANCE AND REPAIR OF THE DWELLING 2015=100,L537,
CPIH INDEX 04.3.1 : Materials for maintenance and repair 2015=100,L538,
CPIH INDEX 04.3.2 : SERVICES FOR THE REGULAR REPAIR 2015=100,L539,
CPIH INDEX 04.3.2.1 Services of plumbers 2015=100,J2OC,
CPIH INDEX 04.3.2.2 Services of electricians 2015=100,J2OD,
CPIH INDEX 04.3.2.4 Services of painters 2015=100,J2OE,
CPIH INDEX 04.3.2.5 Services of carpenters 2015=100,J2OF,
CPIH INDEX 04.4 : Water supply and misc. services for the dwelling 2015=100,L53A,
CPIH INDEX 04.4.1 : WATER SUPPLY 2015=100,L53B,
CPIH INDEX 04.4.3 : SEWERAGE COLLECTION 2015=100,L53C,
"CPIH INDEX 04.5 : ELECTRICITY, GAS AND OTHER FUELS 2015=100",L53D,
CPIH INDEX 04.5.1 : ELECTRICITY 2015=100,L53E,
CPIH INDEX 04.5.2 : GAS 2015=100,L53F,
CPIH INDEX 04.5.2.1 Natural gas and town gas 2015=100,J2OJ,
"CPIH INDEX 04.5.2.2 Liquefied hydrocarbons (butane, propane, etc.) 2015=100",J2OK,
CPIH INDEX 04.5.3 : LIQUID FUELS 2015=100,L53G,
CPIH INDEX 04.5.4 : SOLID FUELS 2015=100,L53H,
CPIH INDEX 04.9 Council Tax and rates 2015=100,DHYR,
"CPIH INDEX 04: Housing, water, electricity, gas and other fuels 2015=100",L5PG,
"CPIH INDEX 05 : FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE 2015=100",L527,
"CPIH INDEX 05.1 : Furniture, furnishings and carpets 2015=100",L53I,
"CPIH INDEX 05.1.1 : FURNITURE, FURNISHINGS 2015=100",L53J,
CPIH INDEX 05.1.1.1 Household furniture 2015=100,J2ON,
CPIH INDEX 05.1.1.2 Garden furniture 2015=100,J2OO,
CPIH INDEX 05.1.1.3 Lighting equipment 2015=100,J2OP,
CPIH INDEX 05.1.1.9 Other furniture and furnishings 2015=100,J2OQ,
CPIH INDEX 05.1.2 : CARPETS & OTHER FLOOR COVERINGS 2015=100,L53K,
CPIH INDEX 05.1.2.1 Carpets and rugs 2015=100,J2OR,
CPIH INDEX 05.1.2.2 Other floor coverings 2015=100,J2OS,
CPIH INDEX 05.2 : HOUSEHOLD TEXTILES 2015=100,L53L,
CPIH INDEX 05.2.0.1 Furnishing fabrics and curtains 2015=100,J2OT,
CPIH INDEX 05.2.0.2 Bed linen 2015=100,J2OU,
CPIH INDEX 05.2.0.3 Table linen and bathroom linen 2015=100,J2OV,
"CPIH INDEX 05.3 : Household appliances, fitting and repairs 2015=100",L53M,
"CPIH INDEX 05.3.1.1 Refrigerators, freezers and fridge-freezers 2015=100",J2OW,
"CPIH INDEX 05.3.1.2 Clothes washing machines, clothes drying machines and dish washing machines 2015=100",J2OX,
CPIH INDEX 05.3.1.3 Cookers 2015=100,J2OY,
"CPIH INDEX 05.3.1.4 Heaters, air conditioners 2015=100",J2OZ,
CPIH INDEX 05.3.1.5 Cleaning equipment 2015=100,J2P2,
CPIH INDEX 05.3.1/2 Major appliances and small electric goods 2015=100,L53N,
"CPIH INDEX 05.3.2.2 Coffee machines, tea makers and similar appliances 2015=100",J2P3,
CPIH INDEX 05.3.2.3 Irons 2015=100,J2P4,
CPIH INDEX 05.3.2.9 Other small electric household appliances 2015=100,J2P5,
CPIH INDEX 05.3.3 : REPAIR OF HOUSEHOLD APPLIANCES 2015=100,L53O,
"CPIH INDEX 05.4 : GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS 2015=100",L53P,
"CPIH INDEX 05.4.0.1 Glassware, crystal-ware, ceramic ware and chinaware 2015=100",J2P7,
"CPIH INDEX 05.4.0.2 Cutlery, flatware and silverware 2015=100",J2P8,
CPIH INDEX 05.4.0.3 Non-electric kitchen utensils and articles 2015=100,J2P9,
CPIH INDEX 05.5 : TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN 2015=100,L53Q,
CPIH INDEX 05.5.1.1 Motorized major tools and equipment 2015=100,J2PA,
"CPIH INDEX 05.5.1.2 Repair, leasing and rental of major tools and equipment 2015=100",J2PB,
CPIH INDEX 05.5.2.1 Non-motorized small tools 2015=100,J2RH,
CPIH INDEX 05.5.2.2 Miscellaneous small tool accessories 2015=100,J2SF,
CPIH INDEX 05.6 : Goods and services for routine maintenance 2015=100,L53R,
CPIH INDEX 05.6.1 : NON-DURABLE HOUSEHOLD GOODS 2015=100,L53S,
CPIH INDEX 05.6.1.1 Cleaning and maintenance products 2015=100,J2SG,
CPIH INDEX 05.6.1.2 Other non-durable small household articles 2015=100,J2SH,
CPIH INDEX 05.6.2 : Domestic services and household services 2015=100,L53T,
CPIH INDEX 05.6.2.1 Domestic services by paid staff 2015=100,J2SI,
CPIH INDEX 05.6.2.9 Other domestic services and household services 2015=100,J2SJ,
CPIH INDEX 06 : HEALTH 2015=100,L528,
CPIH INDEX 06.1 : MEDICAL PRODUCTS APPLIANCES AND EQUIPMENT 2015=100,L53U,
CPIH INDEX 06.1.1 : PHARMACEUTICAL PRODUCTS 2015=100,L53V,
CPIH INDEX 06.1.2.1 Pregnancy test and mechanical contraceptive devices 2015=100,J2SL,
CPIH INDEX 06.1.2.9 Other medical products n.e.c. 2015=100,J2SM,
CPIH INDEX 06.1.2/3 Other medical and therapeutic equipment 2015=100,L53W,
CPIH INDEX 06.1.3.1 Corrective eye-glasses and contact lenses 2015=100,J2SN,
CPIH INDEX 06.2 : OUT-PATIENT SERVICES: 2015=100,L53X,
CPIH INDEX 06.2.1/3 Medical services & paramedical services 2015=100,L53Y,
CPIH INDEX 06.2.2 : DENTAL SERVICES: 2015=100,L53Z,
CPIH INDEX 06.3 : HOSPITAL SERVICES 2015=100,L542,
CPIH INDEX 07 : TRANSPORT2015=100,L529,
CPIH INDEX 07.1 : PURCHASE OF VEHICLES 2015=100,L543,
CPIH INDEX 07.1.1A : NEW CARS 2015=100,L544,
CPIH INDEX 07.1.1B : SECOND-HAND CARS 2015=100,L545,
CPIH INDEX 07.1.2.0 Motor cycles 2015=100,J2SQ,
CPIH INDEX 07.1.2/3 Motorcycles and bicycles 2015=100,L546,
CPIH INDEX 07.1.3.0 Bicycles 2015=100,J2SR,
CPIH INDEX 07.2 : OPERATION OF PERSONAL TRANSPORT EQUIPMENT 2015=100,L547,
CPIH INDEX 07.2.1 : SPARE PARTS & ACCESSORIES 2015=100,L548,
CPIH INDEX 07.2.1.1 Tyres 2015=100,J2SS,
CPIH INDEX 07.2.1.2 Spare parts for personal transport equipment 2015=100,J2ST,
CPIH INDEX 07.2.2 : FUELS & LUBRICANTS 2015=100,L549,
CPIH INDEX 07.2.2.1 Diesel 2015=100,J2SU,
CPIH INDEX 07.2.2.2 Petrol 2015=100,J2T5,
CPIH INDEX 07.2.2.4 Lubricants 2015=100,J2T6,
CPIH INDEX 07.2.3 : MAINTENANCE & REPAIRS 2015=100,L54A,
CPIH INDEX 07.2.4 : Other services 2015=100,L54B,
"CPIH INDEX 07.2.4.1 Hire of garages, parking spaces and personal transport equipment 2015=100",J2TN,
CPIH INDEX 07.2.4.2 Toll facilities and parking meters 2015=100,J2TO,
"CPIH INDEX 07.2.4.3 Driving lessons, test licences and road worthiness tests 2015=100",J2TP,
CPIH INDEX 07.3 : TRANSPORT SERVICES 2015=100,L54C,
CPIH INDEX 07.3.1 : PASSENGER TRANSPORT BY RAILWAY 2015=100,L54D,
CPIH INDEX 07.3.1.1 Passenger transport by train 2015=100,J2TS,
CPIH INDEX 07.3.1.2 Passenger transport by underground and tram 2015=100,J2TT,
CPIH INDEX 07.3.2.1 Passenger transport by bus and coach 2015=100,J2TU,
CPIH INDEX 07.3.2.2 Passengar transport by taxi and hired car with driver 2015=100,J2TV,
CPIH INDEX 07.3.2/6 : Passenger transport by road and other transport services 2015=100,L54E,
CPIH INDEX 07.3.3 : PASSENGER TRANSPORT BY AIR 2015=100,L54F,
CPIH INDEX 07.3.4 : PASSENGER TRANSPORT BY SEA AND INLAND WATERWAY 2015=100,L54G,
CPIH INDEX 07.3.6.2 Removal and storage services 2015=100,J2TW,
CPIH INDEX 08 : COMMUNICATION 2015=100,L52A,
CPIH INDEX 08.1 : POSTAL SERVICES 2015=100,L54H,
CPIH INDEX 08.2.0.1 Fixed telephone equipment 2015=100,J2TZ,
CPIH INDEX 08.2.0.2 Mobile telephone equipment 2015=100,J2U2,
CPIH INDEX 08.2/3 : TELEPHONE AND TELEFAX EQUIPMENT AND SERVICES 2015=100,L54I,
CPIH INDEX 08.3.0.1 Wired telephone services 2015=100,J2U3,
CPIH INDEX 08.3.0.2 Wireless telephone services 2015=100,J2U4,
CPIH INDEX 08.3.0.3 Internet access provision services 2015=100,J2U5,
CPIH INDEX 08.3.0.4 Bundled telecommunication services 2015=100,J2U6,
CPIH INDEX 09 : RECREATION & CULTURE 2015=100,L52B,
CPIH INDEX 09.1 : Audio-visual equipment and related products 2015=100,L54J,
CPIH INDEX 09.1.1 : Reception and reproduction of sound and pictures 2015=100,L54K,
"CPIH INDEX 09.1.1.1 Equipment for the reception, recording and reproduction of sound 2015=100",J2U7,
"CPIH INDEX 09.1.1.2 Equipment for the reception, recording and reproduction of sound and vision 2015=100",J2U8,
CPIH INDEX 09.1.1.3 Portable sound and vision devices 2015=100,J2U9,
"CPIH INDEX 09.1.1.9 Other equipment for the reception, recording and reproduction of sound and picture 2015=100",J2UA,
"CPIH INDEX 09.1.2 : PHOTOGRAPHIC, CINEMATOGRAPHIC & OPTICAL EQUIPMENT 2015=100",L54L,
CPIH INDEX 09.1.3 : Data processing equipment 2015=100,L54M,
CPIH INDEX 09.1.3.1 Personal computers 2015=100,J2UC,
CPIH INDEX 09.1.3.2 Accessories for information processing equipment 2015=100,J2UD,
CPIH INDEX 09.1.3.3 Software 2015=100,J2UE,
CPIH INDEX 09.1.4 : RECORDING MEDIA 2015=100,L54N,
CPIH INDEX 09.1.4.1 Pre-recorded recording media 2015=100,J2UF,
CPIH INDEX 09.1.4.2 Unrecorded recording media 2015=100,J2UG,
CPIH INDEX 09.1.4.9 Other recording media 2015=100,J2UH,
CPIH INDEX 09.1.5 : Repair of audio-visual equipment & related products 2015=100,L54O,
CPIH INDEX 09.2 : OTHER MAJOR DURABLES FOR RECREATION AND CULTURE 2015=100,L54P,
CPIH INDEX 09.2.1.1 Camper vans 2015=100,J2UJ,
"CPIH INDEX 09.2.1.3 Boats, outboard motors and fitting out of boats 2015=100",J2UK,
CPIH INDEX 09.2.1.5 Major items for games and sport 2015=100,J2UM,
CPIH INDEX 09.2.2.1 Musical instruments 2015=100,J2UN,
CPIH INDEX 09.2.3.0 Maintenance and repair of other major durables for recreation and culture 2015=100,J2UL,
CPIH INDEX 09.3 : OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS & PETS 2015=100,L54R,
CPIH INDEX 09.3.1 : GAMES TOYS AND HOBBIES 2015=100,L54S,
CPIH INDEX 09.3.1.1 Games and hobbies 2015=100,J2UO,
CPIH INDEX 09.3.1.2 Toys and celebration articles 2015=100,J2UP,
CPIH INDEX 09.3.2 : EQUIPMENT FOR SPORT CAMPING AND OPEN-AIR RECREATION 2015=100,L54T,
CPIH INDEX 09.3.2.1 Equipment for sport 2015=100,J2UQ,
CPIH INDEX 09.3.2.2 Equipment for camping and open-air recreation 2015=100,J2UR,
CPIH INDEX 09.3.3 : GARDEN PLANTS AND FLOWERS 2015=100,L54U,
CPIH INDEX 09.3.3.1 Garden products 2015=100,J2US,
CPIH INDEX 09.3.3.2 Plants and flowers 2015=100,J2UT,
CPIH INDEX 09.3.4.1 Purchase of pets 2015=100,J2UU,
CPIH INDEX 09.3.4.2 Products for pets 2015=100,J2UV,
"CPIH INDEX 09.3.4/5 Pets, related products and services 2015=100",L54V,
CPIH INDEX 09.3.5.0 Veterinary and other services for pets 2015=100,J2UW,
CPIH INDEX 09.4 : RECREATIONAL AND CULTURAL SERVICES 2015=100,L54W,
CPIH INDEX 09.4.1 : RECREATIONAL AND SPORTING SERVICES 2015=100,L54X,
CPIH INDEX 09.4.1.1 Recreational and sporting services - Attendance 2015=100,J2UX,
CPIH INDEX 09.4.1.2 Recreational and sporting services - Participation 2015=100,J2UY,
CPIH INDEX 09.4.2 : CULTURAL SERVICES 2015=100,L54Y,
"CPIH INDEX 09.4.2.1 Cinemas, theatres, concerts 2015=100",J2UZ,
"CPIH INDEX 09.4.2.2 Museums, libraries, zoological gardens 2015=100",J2V2,
"CPIH INDEX 09.4.2.3 Television and radio licence fees, subscriptions 2015=100",J2V3,
CPIH INDEX 09.4.2.4 Hire of equipment and accessories for culture 2015=100,J2V4,
CPIH INDEX 09.4.2.5 Photographic services 2015=100,J2V5,
"CPIH INDEX 09.5 : Books, newspapers and stationery 2015=100",L54Z,
CPIH INDEX 09.5.1 : BOOKS 2015=100,L552,
CPIH INDEX 09.5.1.1 Fiction books 2015=100,J2V6,
CPIH INDEX 09.5.1.3 Other non-fiction books 2015=100,J2V7,
CPIH INDEX 09.5.1.4 Binding services and e-book downloads 2015=100,J2V8,
CPIH INDEX 09.5.2 : NEWSPAPERS AND PERIODICALS 2015=100,L553,
CPIH INDEX 09.5.2.1 Newspapers 2015=100,J2V9,
CPIH INDEX 09.5.2.2 Magazines and periodicals 2015=100,J2VA,
CPIH INDEX 09.5.3.0 Miscellaneous printed matter 2015=100,J2VB,
"CPIH INDEX 09.5.3/4 : Misc. printed matter, stationery, drawing materials 2015=100",L554,
CPIH INDEX 09.5.4.1 Paper products 2015=100,J2VC,
CPIH INDEX 09.5.4.9 Other stationery and drawing materials 2015=100,J2VD,
CPIH INDEX 09.6 : PACKAGE HOLIDAY 2015=100,L555,
CPIH INDEX 10 : EDUCATION 2015=100,L52C,
"CPIH INDEX 10.1/2/5 Pre-primary, primary and secondary education (incl not definable by level) 2015=100",J2VG,
CPIH INDEX 10.4 Tertiary education 2015=100,J2VH,
"CPIH INDEX 11 : HOTELS, CAFES AND RESTAURANTS 2015=100",L52D,
CPIH INDEX 11.1 : CATERING 2015=100,L556,
CPIH INDEX 11.1.1 : RESTAURANTS & CAFES 2015=100,L557,
"CPIH INDEX 11.1.1.1 Restaurants, cafes and dancing establishments 2015=100",J2VJ,
CPIH INDEX 11.1.1.2 Fast food and take away food services 2015=100,J2VK,
CPIH INDEX 11.1.2 : CANTEENS 2015=100,L558,
CPIH INDEX 11.2 : ACCOMMODATION SERVICES 2015=100,L559,
"CPIH INDEX 11.2.0.1 Hotels, motel, inns and similar accommodation services 2015=100",J2VM,
"CPIH INDEX 11.2.0.2 Holiday centres, camping sites, youth hostels and similar accommodation services 2015=100",J2XS,
CPIH INDEX 11.2.0.3 Accommodation services of other establishments 2015=100,J2YQ,
CPIH INDEX 12 : MISCELLANEOUS GOODS AND SERVICES 2015=100,L52E,
CPIH INDEX 12.1 : PERSONAL CARE 2015=100,L55A,
CPIH INDEX 12.1.1 : Hairdressing and personal grooming establishments 2015=100,L55B,
CPIH INDEX 12.1.1.1 Hairdressing for men and children 2015=100,J2YR,
CPIH INDEX 12.1.1.2 Hairdressing for women 2015=100,J2YS,
CPIH INDEX 12.1.1.3 Personal grooming treatments 2015=100,J2YT,
CPIH INDEX 12.1.2.1 Electric appliances for personal care 2015=100,J2YU,
CPIH INDEX 12.1.2/3 Appliances and products for personal care 2015=100,L55C,
CPIH INDEX 12.1.3.1 Non-electrical appliances 2015=100,J2YV,
CPIH INDEX 12.1.3.2 Articles for personal hygiene and wellness 2015=100,J2YW,
CPIH INDEX 12.3 : PERSONAL EFFECTS N.E.C. 2015=100,L55D,
CPIH INDEX 12.3.1 : JEWELLERY CLOCKS AND WATCHES 2015=100,L55E,
CPIH INDEX 12.3.1.1 Jewellery 2015=100,J2YX,
CPIH INDEX 12.3.1.2 Clocks and watches 2015=100,J2YY,
"CPIH INDEX 12.3.1.3 Repair of jewellery, clocks and watches 2015=100",J2YZ,
CPIH INDEX 12.3.2 : OTHER PERSONAL EFFECTS 2015=100,L55F,
CPIH INDEX 12.3.2.1 Travel goods 2015=100,J2Z2,
CPIH INDEX 12.3.2.2 Articles for babies 2015=100,J2Z3,
CPIH INDEX 12.3.2.9 Other personal effects n.e.c. 2015=100,J2Z4,
CPIH INDEX 12.4 : SOCIAL PROTECTION 2015=100,L55G,
CPIH INDEX 12.4.0.1 Child care services 2015=100,J2Z5,
CPIH INDEX 12.4.0.2 Retirement homes for elderly persons and residences for disabled 2015=100,J2Z6,
CPIH INDEX 12.4.0.3 Services to maintain people in their private homes 2015=100,J2Z7,
CPIH INDEX 12.5 : INSURANCE 2015=100,L55H,
CPIH INDEX 12.5.2 : House contents insurance 2015=100,L55I,
CPIH INDEX 12.5.3/5 : Health insurance and other insurance 2015=100,L55J,
CPIH INDEX 12.5.4 : Transport insurance 2015=100,L55K,
CPIH INDEX 12.5.4.1 Motor vehicle insurance 2015=100,J2ZI,
CPIH INDEX 12.5.4.2 Travel insurance 2015=100,J2ZY,
CPIH INDEX 12.6 : FINANCIAL SERVICES N.E.C. 2015=100,L55L,
CPIH INDEX 12.6.2 : Other financial services (nec) 2015=100,L55M,
CPIH INDEX 12.6.2.1 Charges by banks and post offices 2015=100,J2ZZ,
"CPIH INDEX 12.6.2.2 Fees and service charges of brokers, investment counsellors 2015=100",J322,
CPIH INDEX 12.7 : OTHER SERVICES NEC 2015=100,L55N,
CPIH INDEX 12.7.0.1 Administrative fees 2015=100,J328,
CPIH INDEX 12.7.0.2 Legal services and accountancy 2015=100,J329,
CPIH INDEX 12.7.0.3 Funeral services 2015=100,J32A,
CPIH INDEX 12.7.0.4 Other fees and services 2015=100,J32B,
